120,2,1,3,2,1200000,1
85,1,1,2,1,1100000,1
207,3,1,4,1,1990000,1
335,4,2,5,3,5300000,1
230,3,1,3,2,2800000,1
159,3,1,3,1,1550000,1
315,4,4,6,5,7900000,1
184,3,3,4,3,2900000,1
300,3,1,3,2,4500000,1
95,2,1,2,1,1100000,1
300,3,1,3,2,3700000,1
224,3,3,5,2,1950000,1
170,2,1,4,2,2200000,1
220,3,1,4,2,3500000,1
163,2,1,2,1,1600000,1
207,4,2,6,4,2750000,1
219,3,2,4,2,2300000,1
70,2,1,1,1,1014897,1
110,2,1,3,1,1400000,1
351,3,1,4,2,4.00E+06,1
315,4,4,5,5,6500000,1
141,3,1,3,1,1280000,1
230,3,3,5,3,3777000,1
89,2,0,2,1,745000,1
220,3,3,5,3,2950000,1
75,2,0,1,1,8.00E+05,1
70,2,0,1,1,630000,1
230,3,1,4,2,2498000,1
220,3,3,4,2,2650000,1
189,3,1,3,1,1980000,1
155,3,1,3,1,1850000,1
230,3,3,5,3,3790000,1
144,3,1,3,1,1450000,1
102,2,0,2,1,1100000,1
206,3,1,4,2,2050000,1
220,3,1,4,3,2700000,1
165,4,1,3,1,1600000,1
310,4,2,3,3,3800000,1
290,4,4,6,4,2600000,1
94,2,2,2,2,1549000,1
115,3,1,3,1,1350000,1
161,3,1,3,1,2130000,1
176,2,2,4,1,2950000,1
170,3,1,4,1,1750000,1
220,2,2,4,2,4400000,1
237,4,1,4,1,1690000,1
203,3,3,4,2,3150000,1
106,3,0,2,1,820000,1
155,3,2,4,1,2380000,1
200,3,1,4,3,2700000,1
270,4,2,5,2,3400000,1
132,2,1,3,1,1550000,1
123,3,1,3,1,1252000,1
75,2,1,3,1,8.00E+05,1
140,3,1,3,1,1700000,1
76,2,0,2,1,790000,1
197,3,1,3,2,2500000,1
306,4,2,3,3,3.00E+06,1
350,4,4,7,5,1.00E+07,1
161,3,3,3,2,3590000,1
88,2,2,2,1,1450000,1
190,3,3,5,3,2300000,1
184,3,1,3,1,2350000,1
232,4,4,6,4,4600000,1
230,4,3,5,4,3348000,1
142,3,1,3,2,1700000,1
94,2,1,3,1,1290000,1
153,3,1,4,2,1420000,1
220,4,1,3,2,2800000,1
70,2,1,2,1,1348500,1
140,3,0,4,1,1700000,1
587,4,1,3,3,3725000,1
140,3,2,2,1,1750000,1
60,1,1,1,1,1050000,1
420,4,2,6,4,1.20E+07,1
120,3,1,3,2,1399000,1
114,2,1,2,1,1650000,1
150,3,1,3,2,1700000,1
135,3,1,4,1,1500000,1
286,3,3,5,2,4390000,1
360,4,2,4,3,8500000,1
164,3,1,3,2,1450000,1
222,3,3,1,2,3290000,1
29,1,0,1,1,430000,1
95,2,1,2,1,1100000,1
90,2,2,3,2,1490000,1
172,3,1,3,1,1380000,1
188,3,1,3,2,2600000,1
133,3,1,4,1,1500000,1
105,2,2,4,1,1050000,1
139,3,1,3,1,1300000,1
201,3,1,4,3,2800000,1
240,3,1,4,2,2800000,1
115,3,1,1,2,1500000,1
98,2,0,2,1,960000,1
155,3,1,3,2,1800000,1
140,2,1,4,1,1550000,1
280,3,1,3,3,3200000,1
145,3,2,4,2,2180000,1
156,3,3,4,2,2180000,1
155,3,1,4,1,1850000,1
140,3,1,2,1,1596000,1
291,3,3,5,3,4500000,1
205,3,3,5,2,4500000,1
287,3,3,5,2,4380000,1
228,3,1,4,2,3158000,1
160,3,1,3,2,1580000,1
151,3,1,4,3,2800000,1
307,4,1,4,3,2998000,1
100,3,1,4,1,1240000,1
170,3,1,1,1,1800000,1
220,2,2,3,2,4400000,1
70,2,1,2,1,1038672,1
100,3,1,3,1,1.00E+06,1
115,3,1,3,1,1350000,1
159,3,1,3,1,1700000,1
350,4,4,6,3,6.00E+06,1
240,3,1,3,2,2650000,1
70,2,1,2,1,1020000,1
70,2,1,2,1,1019000,1
287,3,3,5,2,4390000,1
170,3,2,4,1,2200000,1
70,2,2,2,1,1197109,1
210,3,1,4,2,3200000,1
167,3,1,4,2,2300000,1
170,3,1,4,1,1795000,1
153,3,1,3,1,2150000,1
135,3,1,4,1,1500000,1
220,3,0,3,2,1800000,1
214,3,3,5,3,3190000,1
105,3,1,3,2,1498000,1
410,4,1,2,3,3724000,1
220,3,3,4,2,2650000,1
192,3,1,4,2,2500000,1
155,3,1,1,2,2350000,1
109,2,1,3,1,1550000,1
153,3,1,3,1,2150000,1
39,1,0,1,1,425000,1
136,3,1,1,3,1700000,1
184,3,3,5,2,3100000,1
210,3,3,5,4,3940000,1
77,2,0,2,1,8.00E+05,1
125,3,1,3,2,1650000,1
390,4,2,4,3,7500000,1
203,3,1,3,1,2400000,1
151,3,1,3,1,1548000,1
295,4,1,4,3,3980000,1
143,2,1,3,2,2300000,1
270,4,2,4,2,3300000,1
117,2,1,3,1,1600000,1
112,3,1,1,1,1200000,1
112,2,2,2,1,1790000,1
275,4,3,6,3,4500000,1
380,4,4,6,5,7700000,1
115,3,1,3,1,1350000,1
120,3,1,4,2,1450000,1
110,2,1,4,1,1485000,1
153,2,2,5,2,3.00E+06,1
200,3,3,5,2,3800000,1
212,3,1,4,2,2.00E+06,1
156,3,3,4,2,2270000,1
117,2,2,4,1,1750000,1
220,3,3,5,2,2900000,1
180,3,1,3,1,1880000,1
140,3,1,4,1,1500000,1
151,2,2,3,3,2850000,1
140,2,1,2,1,1710000,1
189,3,1,3,1,1900000,1
120,3,1,3,2,1500000,1
205,3,3,4,4,4300000,1
115,3,1,2,1,1300000,1
290,4,2,5,2,4790000,1
85,2,0,2,1,670000,1
300,4,3,6,3,4500000,1
179,3,3,4,3,2600000,1
145,1,1,3,3,2500000,1
90,2,2,2,2,1700000,1
210,4,3,6,2,4.00E+06,1
144,3,1,3,1,1915000,1
169,3,1,3,1,1750000,1
81,2,0,2,1,850000,1
156,3,3,4,2,2270000,1
139,2,2,3,3,2800000,1
380,4,4,7,3,6650000,1
290,4,2,7,3,2950000,1
151,3,3,4,3,2460000,1
60,2,0,1,1,8.00E+05,1
323,5,2,4,3,2800000,1
113,3,1,3,2,1600000,1
140,3,2,6,2,1600000,1
127,3,1,3,1,1650000,1
147,3,1,4,2,1500000,1
110,2,2,4,1,1350000,1
110,3,1,4,2,1410000,1
163,3,3,4,2,2470000,1
133,3,3,4,3,2445773,1
162,3,1,3,1,1750000,1
273,3,1,4,2,2900000,1
183,4,1,4,3,2500000,1
90,2,0,2,0,9.00E+05,1
250,3,2,3,2,2389000,1
228,4,2,6,3,3300000,1
191,3,1,4,1,2500000,1
190,4,2,3,3,1900000,1
200,3,1,4,1,2500000,1
287,3,1,4,2,2950000,1
120,2,1,1,0,8.00E+05,1
320,4,2,4,2,7200000,1
136,3,1,3,1,1590000,1
90,2,0,0,1,980000,1
222,4,1,4,3,2700000,1
170,3,1,2,2,1350000,1
227,3,2,4,2,3160000,1
205,3,3,4,4,4300000,1
290,4,2,5,3,2700000,1
241,4,2,4,2,2700000,1
350,4,4,6,4,4900000,1
250,3,1,4,2,2600000,1
248,3,1,3,1,2800000,1
223,3,3,4,1,2180000,1
81,2,1,3,1,1280000,1
122,3,1,3,2,1500000,1
130,3,1,4,2,1450000,1
255,3,0,5,5,6300000,1
162,3,1,4,1,1750000,1
90,3,1,3,1,840000,1
303,4,1,3,3,3725000,1
142,3,1,3,2,1698000,1
70,2,1,1,1,1202974,1
222,3,3,5,2,3290000,1
251,4,1,4,2,1980000,1
235,4,2,5,4,5720000,1
273,3,1,4,2,3150000,1
96,2,1,3,1,1350000,1
118,3,1,3,1,1580000,1
81,2,0,2,1,850000,1
126,3,2,1,2,1300000,1
368,4,2,5,2,4800000,1
40,1,1,1,1,560000,1
153,3,0,3,1,2300000,1
206,3,1,3,2,2200000,1
230,3,3,5,3,3790000,1
155,3,1,1,1,1900000,1
150,3,1,3,1,1850000,1
90,2,2,2,2,1450000,1
80,2,1,2,0,650000,1
227,3,3,5,4,4500000,1
210,3,1,4,2,2200000,1
150,2,2,3,3,1590000,1
300,3,2,5,2,3500000,1
190,4,1,5,3,2800000,1
98,1,0,2,1,1600000,1
100,2,0,1,1,970000,1
208,3,1,3,1,1500000,1
189,3,1,3,1,1900000,1
150,3,2,3,2,2145000,1
143,2,1,3,2,2300000,1
138,3,1,2,2,1650000,1
230,4,1,1,2,2500000,1
142,3,1,1,1,1390000,1
140,3,1,3,1,1700000,1
196,3,3,5,3,2100000,1
365,4,2,5,2,6830000,1
63,2,0,1,0,530000,1
402,4,2,5,2,5.00E+06,1
106,3,1,3,2,1850000,1
227,3,1,3,2,3160000,1
140,3,1,2,1,1500000,1
200,3,1,3,1,1900000,1
292,3,1,4,2,2500000,1
110,3,1,3,1,1200000,1
70,2,1,2,1,1028000,1
252,3,1,4,2,3200000,1
124,2,2,3,2,1680000,1
142,3,1,3,2,1687400,1
360,4,4,6,4,4900000,1
176,4,4,4,3,2100000,1
184,3,1,1,2,2500000,1
80,2,0,2,1,890000,1
112,2,1,3,1,1690000,1
103,2,2,3,1,1350000,1
191,3,1,3,2,1935000,1
460,4,2,3,3,4.00E+06,1
300,3,2,4,2,3500000,1
110,3,1,3,1,1290000,1
162,3,1,1,1,1750000,1
354,4,4,6,4,5500000,1
220,3,2,4,3,3200000,1
285,3,3,5,2,3990000,1
118,2,2,3,2,2547000,1
201,3,1,4,3,3.00E+06,1
105,2,2,3,1,1300000,1
235,4,3,6,4,6.00E+06,1
150,3,1,3,1,2.00E+06,1
255,3,2,5,5,6900000,1
182,3,3,4,3,2650000,1
190,3,1,3,1,2200000,1
227,3,2,4,2,3160000,1
193,3,1,1,1,2050000,1
189,2,1,1,1,1460000,1
168,4,2,4,2,1800000,1
135,2,2,4,1,1350000,1
60,1,1,1,1,1041861,1
160,3,3,4,2,2270000,1
190,4,1,4,4,2800000,1
119,3,2,3,2,2100000,1
178,3,1,4,1,1500000,1
85,2,0,1,1,960000,1
455,4,3,6,4,5800000,1
345,3,1,1,5,4500000,1
165,3,1,3,2,1980000,1
158,3,1,1,1,2250000,1
85,2,0,2,1,670000,1
94,2,0,2,1,9.00E+05,1
151,3,1,3,3,2800000,1
530,4,4,7,4,1.20E+07,1
146,3,3,3,2,1800000,1
87,2,2,2,1,880000,1
222,3,1,4,2,2.00E+06,1
250,3,2,3,2,2389000,1
208,3,1,1,2,2500000,1
172,3,3,4,1,1900000,1
190,4,2,4,3,2300000,1
203,2,1,2,2,2199000,1
187,3,1,3,1,1700000,1
80,2,0,1,0,820000,1
208,3,3,4,2,3200000,1
136,3,1,3,2,1700000,1
100,3,1,2,1,1170000,1
71,2,1,2,1,1172000,1
165,3,1,2,2,1800000,1
80,2,1,2,1,840000,1
350,4,3,6,4,4900000,1
262,4,2,2,2,2600000,1
198,3,3,5,2,2650000,1
412,4,3,4,3,5300000,1
163,3,3,5,2,2450000,1
208,3,1,4,2,2700000,1
81,2,1,2,1,1270000,1
380,4,2,4,4,8500000,1
287,3,3,4,2,4490000,1
153,3,0,3,1,2300000,1
90,3,1,3,1,840000,1
260,4,1,4,2,2100000,1
323,4,2,5,3,2800000,1
55,1,1,1,1,980000,1
260,3,1,4,2,3300000,1
250,3,1,4,2,2600000,1
160,4,2,3,2,1600000,1
156,3,2,2,1,1800000,1
223,3,3,5,2,2948000,1
110,2,1,1,1,1485000,1
300,4,2,4,2,3900000,1
207,3,1,3,2,2100000,1
103,3,1,2,1,1200000,1
163,3,3,5,2,2490000,1
110,2,1,3,1,1485000,1
188,4,2,3,2,2300000,1
375,4,4,1,3,4300000,1
235,4,2,5,5,5725000,1
235,4,2,5,5,5725000,1
100,3,1,2,1,1240000,1
151,3,1,3,1,1700000,1
410,4,4,8,4,5790000,1
220,4,1,3,2,2170000,1
101,2,2,2,1,1370000,1
154,3,1,2,1,1800000,1
225,4,3,4,3,3.00E+06,1
150,2,2,3,3,1590000,1
71,2,1,2,1,990000,1
85,3,1,2,1,940000,1
120,3,1,3,0,1300000,1
169,3,1,3,1,1800000,1
300,3,1,3,2,3900000,1
300,3,3,3,5,4.00E+06,1
70,2,1,2,1,869076,1
150,3,1,1,1,1595000,1
163,3,3,4,2,2470000,1
155,3,1,3,1,1650000,1
517,4,2,6,3,6300000,1
92,2,2,3,2,1490000,1
117,3,1,1,1,1200000,1
232,3,2,4,2,3480000,1
169,3,1,2,2,2.00E+06,1
86,2,2,3,2,1400000,1
140,3,1,3,1,1600000,1
130,3,1,3,1,1500000,1
115,3,1,3,1,1290000,1
70,2,1,2,1,1170000,1
152,3,3,5,3,2750000,1
172,3,0,4,1,1950000,1
200,3,3,5,3,2290000,1
115,3,2,4,1,1400000,1
142,3,1,3,1,1150000,1
115,3,1,3,1,1170000,1
115,3,1,3,2,1494000,1
250,3,1,4,2,2850000,1
73,2,0,2,1,730000,1
203,3,1,4,2,2350000,1
94,1,1,3,1,1530000,1
156,3,1,4,2,2290000,1
380,4,4,5,5,8200000,1
295,4,1,5,2,3800000,1
89,2,0,2,0,770000,1
136,3,1,3,1,1450000,1
230,4,4,6,5,4500000,1
180,3,1,3,2,1650000,1
167,4,1,1,2,1850000,1
320,3,3,5,3,4580000,1
163,2,1,3,1,1600000,1
255,3,2,2,2,3800000,1
186,3,1,1,1,1600000,1
113,2,2,2,1,1400000,1
270,3,2,5,3,3.00E+06,1
100,3,1,4,1,1240000,1
115,3,1,2,2,1495000,1
292,3,3,4,3,3990000,1
159,3,1,3,1,1690000,1
380,4,2,4,4,8500000,1
115,3,1,3,1,1150000,1
71,2,1,2,1,1195000,1
222,4,1,1,2,2215000,1
208,3,1,5,2,2600000,1
162,3,1,4,1,1750000,1
280,4,1,5,2,2600000,1
230,4,2,4,2,2980000,1
146,3,1,3,1,1650000,1
95,2,2,3,1,1300000,1
110,3,1,3,1,1290000,1
75,2,0,2,1,680000,1
165,3,3,4,1,1790000,1
140,3,1,2,1,1865000,1
165,3,1,3,2,1780000,1
85,2,1,2,1,850000,1
192,4,1,3,2,2800000,1
96,2,0,2,1,1150000,1
166,4,1,2,0,1490000,1
130,3,1,3,1,1400000,1
162,3,1,4,1,1700000,1
160,3,3,2,3,2700000,1
290,4,2,3,2,4790000,1
125,3,1,3,1,1650000,1
350,4,3,6,4,4900000,1
82,2,0,2,1,948000,1
130,3,1,2,1,1340000,1
195,4,3,4,3,3.00E+06,1
84,2,1,3,1,1300000,1
146,3,1,3,1,1400000,1
168,4,1,4,2,2340000,1
125,3,1,4,1,1500000,1
175,3,2,4,1,1780000,1
114,2,2,3,1,1790000,1
210,4,3,6,4,4400000,1
160,3,1,4,2,1600000,1
405,4,4,5,5,1.20E+07,1
96,3,1,3,1,8.00E+05,1
169,3,1,3,1,1670000,1
140,3,1,3,1,1300000,1
205,3,1,4,2,2.00E+06,1
209,3,3,3,3,2170000,1
224,4,2,3,2,1790000,1
260,3,1,3,2,3500000,1
260,4,1,3,2,2150000,1
230,3,2,5,3,3790000,1
137,3,1,3,3,1870000,1
110,3,1,3,1,1100000,1
187,3,1,3,1,2350000,1
250,3,1,4,2,3300000,1
286,3,3,4,2,4390000,1
455,3,3,4,3,5700000,1
190,4,2,4,3,1950000,1
156,3,3,5,2,2190000,1
120,2,2,2,1,1750000,1
150,3,1,3,2,1780000,1
40,1,1,1,1,560000,1
195,4,1,3,2,2180000,1
224,3,3,5,2,2750000,1
160,3,1,3,2,1600000,1
90,3,1,2,1,940000,1
213,4,1,4,2,2500000,1
86,2,0,1,1,780000,1
144,3,1,3,1,1300000,1
287,3,3,5,2,4390000,1
360,4,4,6,4,6.00E+06,1
96,3,1,3,1,820000,1
234,4,2,5,3,4.00E+06,1
220,3,1,4,2,3400000,1
286,3,3,5,2,4380000,1
123,2,2,3,2,1739000,1
180,3,1,3,2,1650000,1
109,3,1,3,1,1350000,1
220,3,0,4,3,1800000,1
250,4,1,2,2,2500000,1
150,2,1,3,1,1500000,1
232,4,4,4,4,4700000,1
207,3,1,4,2,1980000,1
98,1,1,2,1,1600000,1
70,1,1,2,2,1800000,1
207,3,1,2,2,2750000,1
172,3,0,4,1,1950000,1
105,3,1,1,1,996000,1
94,2,1,2,1,1290000,1
178,3,0,2,1,1800000,1
156,3,1,2,2,2290000,1
204,3,1,4,2,2050000,1
180,4,1,4,3,2300000,1
223,3,1,1,2,2600000,1
105,2,1,2,1,1500000,1
130,3,1,2,1,1500000,1
135,3,1,3,1,1430000,1
156,3,3,5,2,2188000,1
270,4,3,4,2,3940000,1
110,3,1,3,2,980000,1
138,3,1,3,1,1500000,1
142,3,1,3,1,1150000,1
121,4,1,3,1,1300000,1
130,3,1,3,1,1500000,1
280,3,1,3,2,2700000,1
156,3,1,2,2,2289000,1
103,2,2,3,1,1350000,1
294,4,1,4,3,2500000,1
300,4,4,4,2,4500000,1
27,1,1,1,1,350000,1
148,3,1,3,1,1450000,1
140,3,1,3,1,1500000,1
400,4,4,6,4,5500000,1
235,4,0,1,1,2300000,1
245,3,3,6,3,3590000,1
154,3,1,3,1,1600000,1
263,4,4,6,3,3.00E+06,1
130,2,2,3,1,1484000,1
180,3,1,2,2,2.00E+06,1
112,3,1,4,1,1500000,1
170,3,1,3,1,2350000,1
250,3,3,4,2,3390000,1
235,4,2,6,4,5790000,1
149,3,1,3,1,1690000,1
250,3,1,2,1,2500000,1
130,3,1,2,2,1450000,1
203,3,3,4,2,3150000,1
138,3,1,3,1,1490000,1
323,3,3,4,3,2800000,1
183,3,1,4,3,2400000,1
258,3,3,5,3,3600000,1
89,2,1,3,1,850000,1
120,3,1,2,1,1780000,1
402,3,3,5,3,5850000,1
207,2,1,5,2,2800000,1
300,3,1,4,2,3800000,1
155,3,1,4,1,1850000,1
142,3,1,3,1,1450000,1
122,3,1,3,1,1650000,1
84,2,0,2,1,1050000,1
153,3,1,3,1,2138000,1
150,2,1,3,1,1500000,1
203,3,3,3,2,3150000,1
115,3,1,3,1,1350000,1
140,3,1,3,1,1200000,1
135,2,1,2,1,1650000,1
100,2,0,2,1,970000,1
300,4,2,4,2,3900000,1
96,3,1,3,1,850000,1
111,2,1,2,1,1490000,1
220,3,1,3,2,1900000,1
168,3,1,1,1,1500000,1
288,4,2,3,4,3400000,1
158,3,0,2,1,1450000,1
150,3,1,3,1,1150000,1
180,3,1,3,1,1700000,1
182,4,1,4,3,3100000,1
151,2,1,2,1,1900000,1
70,2,2,3,2,1150000,1
154,3,1,3,1,1600000,1
166,4,1,4,1,1810000,1
323,5,2,6,3,2800000,1
142,3,1,4,2,1700000,1
188,3,1,3,1,1600000,1
170,3,1,4,1,1800000,1
230,4,3,6,4,3360000,1
196,3,1,4,2,3500000,1
187,3,1,4,1,2350000,1
150,3,2,3,3,2900000,1
214,3,3,5,3,3200000,1
190,3,3,5,3,2300000,1
120,2,1,3,1,1600000,1
132,3,1,3,2,1500000,1
203,3,1,4,2,2.00E+06,1
188,4,4,6,3,3380000,1
140,3,1,4,1,1700000,1
156,3,1,4,2,2190000,1
98,3,1,1,1,960000,1
323,3,3,4,3,2800000,1
65,2,0,2,0,450000,1
203,3,3,4,2,3150000,1
85,2,1,2,1,850000,1
260,4,1,3,2,2.00E+06,1
205,3,1,5,2,2300000,1
95,2,2,3,1,1300000,1
125,2,1,3,2,1750000,1
395,3,3,5,6,9.00E+06,1
90,1,1,2,1,1800000,1
136,3,1,1,1,1500000,1
210,3,2,3,2,2590000,1
164,3,1,4,2,1450000,1
215,3,3,5,2,2400000,1
140,3,1,3,1,1450000,1
197,4,2,5,3,2280000,1
230,3,1,3,2,2400000,1
140,3,1,3,1,1540000,1
166,4,1,4,1,2.00E+06,1
224,4,2,6,2,2770000,1
125,3,1,3,1,1650000,1
228,3,3,4,2,3160000,1
115,3,1,3,1,1150000,1
183,3,1,3,3,2100000,1
110,3,1,3,1,1290000,1
206,2,1,3,2,2700000,1
115,3,1,3,1,1770000,1
230,3,1,4,2,2400000,1
172,3,1,3,1,1800000,1
160,3,1,3,2,1580000,1
207,3,1,4,2,2800000,1
180,3,1,3,1,1499000,1
163,3,3,4,2,2490000,1
400,4,2,6,3,7.00E+06,1
140,3,1,4,1,1260000,1
186,3,0,4,1,1300000,1
218,3,1,3,1,2500000,1
154,3,1,4,2,1980000,1
219,3,2,4,2,3500000,1
302,3,1,4,2,3900000,1
164,3,1,3,1,1375000,1
142,3,1,3,2,1700000,1
96,3,0,3,1,9.00E+05,1
307,4,2,4,2,7.00E+06,1
220,3,1,3,2,2750000,1
95,3,1,3,2,1200000,1
188,3,1,3,2,2680000,1
130,3,1,3,1,1650000,1
373,4,4,10,4,6500000,1
169,3,1,3,1,1240000,1
158,3,10,3,1,1500000,1
85,2,1,2,1,850000,1
150,3,1,3,2,1740000,1
40,1,0,1,1,560000,1
130,3,1,4,2,1450000,1
310,4,3,4,2,3600000,1
218,3,3,5,2,3050000,1
182,3,1,4,2,2650000,1
230,3,1,3,2,2650000,1
222,4,3,3,4,2850000,1
85,3,1,1,1,940000,1
129,3,1,3,1,1600000,1
163,3,1,3,2,2200000,1
110,3,1,2,1,1200000,1
140,2,1,3,1,1600000,1
110,3,1,2,1,1290000,1
350,4,3,6,5,8500000,1
204,3,1,3,1,2048000,1
99,2,1,3,1,1330000,1
230,4,3,6,4,3360000,1
140,3,1,3,1,1350000,1
135,3,1,3,1,1420000,1
362,4,2,3,3,3200000,1
320,4,2,4,2,3850000,1
46,1,1,1,1,1061948,1
146,3,1,3,1,1400000,1
403,4,4,5,5,10400000,1
187,3,1,3,2,2600000,1
220,3,3,6,3,3200000,1
110,3,1,4,2,1410000,1
114,2,2,3,1,1790000,1
132,1,1,2,3,2600000,1
45,1,1,1,1,1470188,1
139,3,2,4,2,2015000,1
117,3,1,3,1,1125000,1
95,2,2,3,1,1300000,1
110,3,1,4,1,980000,1
95,3,1,3,1,990000,1
197,3,1,4,2,2600000,1
170,3,2,4,1,2200000,1
117,3,1,2,1,1580000,1
206,3,3,4,2,3200000,1
176,3,2,5,2,2380000,1
106,3,1,3,1,1300000,1
819,4,4,7,8,1.40E+07,1
228,3,1,4,2,3160000,1
169,3,1,3,2,1950000,1
141,3,0,3,2,1700000,1
107,3,1,3,1,1200000,1
136,3,1,3,1,1600000,1
292,4,4,4,2,2200000,1
172,3,1,4,1,1900000,1
375,4,4,7,5,8.00E+06,1
120,3,1,3,1,1300000,1
110,2,1,4,1,1485000,1
70,3,0,2,1,1180000,1
88,2,1,2,2,1650000,1
144,3,1,3,1,1915000,1
125,3,1,3,1,1500000,1
203,3,1,4,2,2350000,1
222,2,2,3,2,4400000,1
115,3,1,3,1,1300000,1
170,3,1,3,1,1850000,1
104,3,1,2,1,2129000,1
160,3,1,1,2,1700000,1
136,3,1,3,3,1870000,1
98,3,1,3,1,1180000,1
207,3,3,1,2,3200000,1
191,4,2,5,4,2700000,1
80,2,1,2,1,1070000,1
105,3,1,4,2,1500000,1
81,2,0,2,1,9.00E+05,1
126,3,1,3,1,1588000,1
85,2,0,2,1,950000,1
35,1,1,1,1,886344,1
196,4,2,5,3,2100000,1
100,3,1,3,1,1060000,1
112,2,1,3,2,1650000,1
225,3,3,5,2,3200000,1
155,3,1,4,1,1850000,1
310,3,1,4,2,3700000,1
129,3,1,3,1,1460000,1
172,3,1,3,1,1720000,1
162,3,1,4,1,1800000,1
97,2,1,2,1,1080000,1
156,2,1,3,2,1850000,1
170,3,0,3,1,1485000,1
139,2,1,2,1,1400000,1
80,2,1,3,1,1252000,1
120,3,1,3,1,1250000,1
305,3,3,5,2,4600000,1
94,3,1,2,1,1350000,1
186,3,1,3,3,2430000,1
62,2,1,2,1,1290000,1
160,3,1,4,1,1580000,1
106,3,0,2,1,820000,1
262,4,3,4,3,3.00E+06,1
142,3,1,3,2,1700000,1
119,3,1,3,2,1700000,1
96,1,1,3,1,990000,1
198,3,1,3,1,2090000,1
189,3,1,4,1,1980000,1
225,4,2,4,3,2990000,1
183,3,1,4,3,2400000,1
103,2,2,2,1,1330000,1
30,1,1,1,1,774354,1
30,1,1,1,1,774353,1
30,1,1,1,1,774354,1
30,1,1,1,1,774353,1
121,4,1,3,1,1350000,1
143,3,1,3,1,1100000,1
225,3,1,2,2,3290000,1
204,3,1,3,2,2050000,1
219,3,2,2,1,2300000,1
203,3,2,5,2,3250000,1
30,1,1,1,1,730000,1
174,3,1,4,2,1500000,1
170,3,1,4,1,1670000,1
128,3,1,3,1,880000,1
425,3,1,4,3,5500000,1
75,2,0,2,1,8.00E+05,1
222,4,1,4,2,1975000,1
94,3,1,3,1,989000,1
210,3,3,4,3,2100000,1
115,3,1,3,1,1300000,1
155,3,1,3,2,1600000,1
203,3,1,3,2,2100000,1
162,3,1,4,1,1850000,1
260,4,1,5,1,2800000,1
310,4,4,6,3,4750000,1
102,2,0,2,1,1200000,1
203,3,1,3,1,2400000,1
230,2,1,2,2,3200000,1
130,4,1,1,1,1300000,1
170,3,1,4,1,1800000,1
100,2,1,2,0,870000,1
120,3,1,3,1,1700000,1
460,4,3,4,2,7500000,1
162,3,1,4,1,1800000,1
232,2,2,4,2,2800000,1
120,3,1,3,1,1050000,1
160,3,1,3,2,1580000,1
220,3,1,4,1,2.00E+06,1
